"symbol","name","exchange","cik"
"BKRS","BAKERS FOOTWEAR","NASDAQ","0001171032"
"BCPC","BALCHEM ORD","NASDAQ","0000009326"
"BWINA","BALDWN LYONS A","NASDAQ","0000009346"
"BWINB","BALDWN LYONS B","NASDAQ","9346"
"BLDP","BALLARD POWER ORD","NASDAQ","0000933777"
"BANF","BANCFIRST CORP","NASDAQ","0000760498"
"TBBK","BANCORP BNK ORD","NASDAQ","0001258754"
"BARI","BANCORP RI INC","NASDAQ","0001109525"
"BTFG","BANCTRUST FIN ORD","NASDAQ","0000783739"
"BKMU","BANK MUTUAL","NASDAQ","0001123270"
"BCAR","BANK OF CAROLINA","NASDAQ","1365997"
"BOCH","BANK OF COMMRCE","NASDAQ","0000702513"
"BOFL","BANK OF FLORIDA ORD","NASDAQ","0001082368"
"BMRC","BANK OF MARIN","NASDAQ","0000890479"
"BKSC","BANK OF S.C.","NASDAQ","0001007273"
"BKUNA","BANK UNITED A ORD","NASDAQ","0000894490"
"BOVA","BANK VA CHESTERFIELD ORD","NASDAQ","1249844"
"BFIN","BANKFINANCIAL ORD","NASDAQ","0001303942"
"RATE","BANKRATE ORD","NASDAQ","0001080866"
"BANR","BANNER CORP","NASDAQ","0001143953"
"BARE","BARE ESCENTUALS ORD","NASDAQ","0001295557"
"BBSI","BARRETT BUS","NASDAQ","0000902791"
"BTRX","BARRIER THRPTS","NASDAQ","0001173657"
"BWTR","BASIN WATER","NASDAQ","0001352045"
"BSET","BASSETT FURN","NASDAQ","0000010329"
"BAYN","BAY NATL CRP","NASDAQ","1089787"
"BBXT","BBC CAP TR II PR","NASDAQ","921768"
"BCBP","BCB BANCORP","NASDAQ","0001228454"
"BCSB","BCSB BANKCORP","NASDAQ","0001052101"
"BEAV","BE AVIONICS ORD","NASDAQ","0000861361"
"BEAS","BEA SYSTEMS ORD","NASDAQ","0001031798"
"BFNB","BEACH FIRST NATL","NASDAQ","0000949228"
"BCON","BEACON PWR CORP","NASDAQ","0001103345"
"BECN","BEACON ROOFING ORD","NASDAQ","0001124941"
"BBGI","BEASLEY BDCST A","NASDAQ","0001099160"
"BEBE","BEBE STORES ORD","NASDAQ","0001059272"
"BBBY","BED BATH BEYOND ORD","NASDAQ","0000886158"
"BJGP","BEIJING MED-PHRM","NASDAQ","1281696"
"BELFA","BEL FUSE CL A","NASDAQ","0000729580"
"BELFB","BEL FUSE CL B","NASDAQ","0000729580"
"BELM","BELL MICROPROD ORD","NASDAQ","0000900708"
"BNHNA","BENIHANA NATL ORD","NASDAQ","935226"
"BNHN","BENIHANA NATL ORD","NASDAQ","0001265915"
"BFBC","BENJAMIN FRKLN","NASDAQ","0001302176"
"BERK","BERKSHIRE ENERGY ORD","NASDAQ","0000759718"
"BHLB","BERKSHIRE HILLS ORD","NASDAQ","0001108134"
"BHBC","BEVERLY HILL BNC ORD","NASDAQ","0001024321"
"BGFV","BIG 5 SPORTING ORD","NASDAQ","0001156388"
"BDOG","BIG DOG HLDG","NASDAQ","0001019439"
"BBND","BIGBAND NETWORKS ORD","NASDAQ","0001381325"
"BITI","BIO IMAGING ORD","NASDAQ","0000822418"
"BRLI","BIO REF LABS ORD","NASDAQ","0000792641"
"BASI","BIOANALYTICAL","NASDAQ","0000720154"
"BCRX","BIOCRYST PHARM ORD","NASDAQ","0000882796"
"BDSI","BIODELIVERY SCI ORD","NASDAQ","0001103021"
"BIVN","BIOENVISION ORD","NASDAQ","0001028205"
"BIIB","BIOGEN IDEC ORD","NASDAQ","0000875045"
"BJCT","BIOJECT MEDICL","NASDAQ","0000810084"
"BLTI","BIOLASE TECH ORD","NASDAQ","0000811240"
"BMRN","BIOMARIN PHARMA ORD","NASDAQ","0001048477"
"BMET","BIOMET ORD","NASDAQ","0001020475"
"BMTI","BIOMIMETIC THERA","NASDAQ","0001138400"
"BIOM","BIOMIRA INC","NASDAQ","0000877984"
"BPRG","BIOPROGRESS ADS","NASDAQ","0001210959"
"BPUR","BIOPURE A ORD","NASDAQ","0000815508"
"BIOS","BIOSCRIP ORD","NASDAQ","0001014739"
"BSTE","BIOSITE ORD","NASDAQ","0000834306"
"BSMD","BIOSPHERE MED","NASDAQ","0000919015"
"BIOV","BIOVERIS ORD","NASDAQ","0001264899"
"BDMS","BIRNER DENTAL","NASDAQ","0000948072"
"BITS","BITSTREAM INC","NASDAQ","0000818813"
"BJRI","BJS RESTURANTS ORD","NASDAQ","0001013488"
"BOMK","BK MCKENNEY ORD","NASDAQ","0001370748"
"BKOR","BK OAK RIDGE ORD","NASDAQ","0001370748"
"GRAN","BK OF GRANITE","NASDAQ","0000810689"
"OZRK","BK OF OZARKS","NASDAQ","0001038205"
"BRBI","BL RIVER BCSHRS","NASDAQ","0001055870"
"BBOX","BLACK BOX ORD","NASDAQ","0000849547"
"BLKB","BLACKBAUD ORD","NASDAQ","0001280058"
"BBBB","BLACKBOARD ORD","NASDAQ","0001106942"
"PEFX","BLACKROCK S&P 500 PROTECTD EQUITY CF","NASDAQ","1090431"
"ADRA","BLDRS ASIA50ADR ETF","NASDAQ","786998"
"ADRD","BLDRS DEVMKT100","NASDAQ","0001169717"
"ADRE","BLDRS EMERMKT50 ETF","NASDAQ","1234196"
"ADRU","BLDRS EUR100ADR","NASDAQ","0001169717"
"BCSI","BLUE COAT SYS ORD","NASDAQ","0001095600"
"BDCO","BLUE DOLPHIN","NASDAQ","0000793306"
"BLUE","BLUE HLDGS","NASDAQ","0001139683"
"NILE","BLUE NILE ORD","NASDAQ","0001091171"
"BFLY","BLUEFLY INC","NASDAQ","0001030896"
"BPHX","BLUEPHOENIX SOLN","NASDAQ","0001029581"
"BNCN","BNC BANCORP","NASDAQ","0001210227"
"BNCC","BNCCORP INC","NASDAQ","0000945434"
"BORD","BOARDWALK BANK ORD","NASDAQ","1354835"
"BOBE","BOB EVANS","NASDAQ","0000033769"
"BSXT","BOE FINL SVCS","NASDAQ","0001109848"
"BOFI","BOFI HOLDING ORD","NASDAQ","0001299709"
"BOKF","BOK FINANCIAL ORD","NASDAQ","0000875357"
"BONT","BON TON STORES ORD","NASDAQ","0000878079"
"BNSO","BONSO ELTR INC","NASDAQ","0000846546"
"BKHM","BOOKHAM ORD","NASDAQ","0001110647"
"BAMM","BOOKS A MILLION ORD","NASDAQ","0000891919"
"BORL","BORLAND SOFTWARE ORD","NASDAQ","0000853273"
"BOSC","BOS BET ONLINE ORD","NASDAQ","0001005516"
"BCGI","BOSTON COMM GP","NASDAQ","0001012887"
"BLSI","BOSTON LIFE SCI ORD","NASDAQ","0000094784"
"BPFH","BOSTON PRI FINL ORD","NASDAQ","0000821127"
"EPAY","BOTTOMLINE TECH ORD","NASDAQ","0001073349"
"BBEP","BREITBURN ENERGY PARTNERS ORD","NASDAQ","0001357371"
"BBNK","BRIDGE CAPITAL ORD","NASDAQ","0001304740"
"BRID","BRIDGFORD FOOD","NASDAQ","0000014177"
"BEXP","BRIGHAM EXPLOR ORD","NASDAQ","0001034755"
"BFAM","BRIGHT HORIZONS","NASDAQ","0001060559"
"CELL","BRIGHTPOINT ORD","NASDAQ","0000918946"
"BKBK","BRITTON KOONTZ","NASDAQ","0001285441"
"BRCM","BROADCOM A ORD","NASDAQ","0001054374"
"BYFC","BROADWAY FINL","NASDAQ","0001001171"
"BRCD","BROCADE COMMUNICATIONS ORD","NASDAQ","0001009626"
"BRNC","BRONCO DRILLING ORD","NASDAQ","0001328650"
"BXXX","BROOKE ORD","NASDAQ","0000834408"
"BRKL","BROOKLINE BNCP ORD","NASDAQ","0001049782"
"BFSB","BROOKLYN FEDRL ORD","NASDAQ","0001310313"
"BRKS","BROOKS AUT ORD","NASDAQ","0000933974"
"BRKR","BRUKER BIOSCIEN ORD","NASDAQ","0001109354"
"BMTC","BRYN MAWR TR","NASDAQ","0000802681"
"BSML","BSML ORD","NASDAQ","0000866734"
"BSQR","BSQUARE","NASDAQ","0001054721"
"BTUI","BTU INTL INC","NASDAQ","0000840883"
"BUCA","BUCA ORD","NASDAQ","0001046501"
"BUCY","BUCYRUS INTL A ORD","NASDAQ","0000740761"
"BWLD","BUFFALO WLD WING ORD","NASDAQ","0001062449"
"BLDR","BUILDERS FRSTSRC ORD","NASDAQ","0001316835"
"BOBJ","BUSINESS OBJECTS ADR","NASDAQ","0000928753"
"CCBL","C COR ORD","NASDAQ","0000350621"
"CWEI","C WILLIAMS EGY ORD","NASDAQ","0000880115"
"CFFI","C&F FINANCIAL","NASDAQ","0000913341"
"CALC","CA COAST COMMUN ORD","NASDAQ","0000840216"
"CFNB","CA FST NATL BNCP ORD","NASDAQ","0000803016"
"CPKI","CA PIZZA KITCHEN ORD","NASDAQ","0000789356"
"CCMP","CABOT MICROELEC ORD","NASDAQ","0001102934"
"CACH","CACHE ORD","NASDAQ","0001234085"
"CDNS","CADENCE DESIGN ORD","NASDAQ","813672"
"CADE","CADENCE FINANCIAL ORD","NASDAQ","0000742054"
"CADX","CADENCE PHARMA","NASDAQ","0001333248"
"CDZI","CADIZ ORDINARY","NASDAQ","0000727273"
"CALM","CAL MAINE FOODS ORD","NASDAQ","0000016160"
"CAMD","CAL MICRO DEVICE ORD","NASDAQ","0000800460"
"CLMS","CALAMOS ASSET ORD","NASDAQ","0001299033"
"CAMP","CALAMP ORD","NASDAQ","0000730255"
"CVGW","CALAVO GROWERS ORD","NASDAQ","0001133470"
"CALP","CALIPER LIFE SCI ORD","NASDAQ","0001014672"
"CALD","CALLIDUS SOFTWRE","NASDAQ","0001035748"
"CALL","CALLWAVE ORD","NASDAQ","0001115091"
"CLMT","CALUMET SPLTY PD","NASDAQ","0001340122"
"CADA","CAM COMMERC SOL ORD","NASDAQ","0000819334"
"OLED","CAMBRIDGE DISP ORD","NASDAQ","0001297968"
"CAFI","CAMCO FINAN ORD","NASDAQ","0000016614"
"CAMT","CAMTEK ORD","NASDAQ","0001109138"
"CSIQ","CANADIAN SOLAR ORD","NASDAQ","0001375877"
"CLZR","CANDELA ORD","NASDAQ","0001330863"
"CSWC","CAP SOUTHWEST ORD","NASDAQ","0000017313"
"CAPE","CAPE FEAR BANK ORD","NASDAQ","0001334872"
"CPLA","CAPELLA EDUCATION ORD","NASDAQ","0001104349"
"CBKN","CAPITAL BANK","NASDAQ","0001071992"
"CCBG","CAPITAL CITY BK","NASDAQ","0000726601"
"CCOW","CAPITAL CORP ORD","NASDAQ","0001004740"
"CPLP","CAPITAL PRODUCT PARTNERS UNT","NASDAQ","0001392326"
"CAPB","CAPITALSOUTH BNC","NASDAQ","0001338977"
"CFFN","CAPITOL FED FINL ORD","NASDAQ","0001074433"
"CPST","CAPSTONE TURBINE ORD","NASDAQ","0001009759"
"CAPA","CAPTARIS ORD","NASDAQ","0000931784"
"CSAR","CARAUSTAR ORD","NASDAQ","0000825692"
"CSCX","CARDIAC SCIENCE ORD","NASDAQ","0001323115"
"CRDC","CARDICA ORD","NASDAQ","0001178104"
"CFNL","CARDINAL FINL","NASDAQ","0001060523"
"CSNC","CARDINAL ST BANK ORD","NASDAQ","18568"
"CDIC","CARDIODYN INTL ORD","NASDAQ","0000719722"
"CRME","CARDIOME PHARMA ORD","NASDAQ","0001036141"
"CECO","CAREER EDUCATION ORD","NASDAQ","0001046568"
"CBOU","CARIBOU COFFEE ORD","NASDAQ","0001332602"
"CKEC","CARMIKE CINEMAS ORD","NASDAQ","0000799088"
"CLBH","CAROLINA BK HLDG ORD","NASDAQ","0001127160"
"CNCP","CAROLINA NATL","NASDAQ","0001157648"
"CART","CAROLINA TR BANK ORD","NASDAQ","1074929"
"CANI","CARREKER ORD","NASDAQ","0001057709"
"CACS","CARRIER ACCESS ORD","NASDAQ","0001018074"
"CARN","CARRINGTON LABS ORD","NASDAQ","0000718007"
"CRZO","CARRIZO O & G ORD","NASDAQ","0001040593"
"CRRB","CARROLLTON BNCP ORD","NASDAQ","0000859222"
"TAST","CARROLS RESTAURANT GROUP ORD","NASDAQ","0000809248"
"CASM","CAS MEDICAL SYSTEMS ORD","NASDAQ","0000764579"
"CACB","CASCADE BNCP","NASDAQ","0000865911"
"CASB","CASCADE FINL CP ORD","NASDAQ","0000928911"
"CSCD","CASCADE MICROTEC ORD","NASDAQ","0000864559"
"CWST","CASELLA WASTE ORD","NASDAQ","0000911177"
"CASY","CASEYS GENERAL ORD","NASDAQ","0000726958"
"CKNN","CASH SYSTEMS","NASDAQ","0000861050"
"CASS","CASS INFO SYSTEM ORD","NASDAQ","0000708781"
"CSTL","CASTELLE","NASDAQ","0000908605"
"CPHL","CASTLEPOINT HOLDINGS ORD","NASDAQ","0001360537"
"CMRG","CASUAL MALE RTL ORD","NASDAQ","0000813298"
"CPRX","CATALYST PHARMACEUTICAL PARTNERS ORD","NASDAQ","0001369568"
"CATS","CATALYST SEMI ORD","NASDAQ","0000899636"
"CESI","CATALYTICA WI","NASDAQ","0001053361"
"CATT","CATAPULT COMMS ORD","NASDAQ","0001063085"
"CATY","CATHAY GNL BNCP ORD","NASDAQ","0000861842"
"CTTY","CATUITY ORD","NASDAQ","0001109740"
"CVCO","CAVCO INDUSTRIES ORD","NASDAQ","0000278166"
"CBEY","CBEYOND ORD","NASDAQ","0001205727"
"CBRL","CBRL GROUP ORD","NASDAQ","0001067294"
"CCFH","CCF HOLDING ORD","NASDAQ","0000943033"
"CHINA","CDC CRP A ORD","NASDAQ","0001076770"
"CDWC","CDW ORD","NASDAQ","0000899171"
"CECE","CECO ENV CORP","NASDAQ","0000003197"
"CLDN","CELADON GROUP ORD","NASDAQ","0000865941"
"BDAY","CELEBRATE EXPRESS ORD","NASDAQ","0001100124"
"CELG","CELGENE ORD","NASDAQ","0000816284"
"CEGE","CELL GENESYS ORD","NASDAQ","0000865231"
"CTICD","CELL THERAPEUTICS ORD","NASDAQ","0000891293"
"CVBK","CEN VIRGINIA BKS ORD","NASDAQ","0000804561"
"CEDC","CENT EURO DSTRBN ORD","NASDAQ","0001046880"
"CBHI","CENTENNIAL BANK ORD","NASDAQ","0001324410"
"CYCL","CENTENNIAL COMM ORD","NASDAQ","0000879573"
"CNBC","CENTER BANCORP","NASDAQ","0001353494"
"CSFL","CENTERSTATE BK","NASDAQ","0001102266"
"CTLM","CENTILLUM COMMS ORD","NASDAQ","0001107194"
"CEBK","CENTRAL BANCORP ORD","NASDAQ","0001076394"
"CETV","CENTRAL EURO ORD","NASDAQ","0001046880"
"CFBK","CENTRAL FEDERAL ORD","NASDAQ","0001070680"
"CLFC","CENTRAL FINANC ORD","NASDAQ","0001174820"
"CENT","CENTRAL GARDEN ORD","NASDAQ","0000887733"
"CJBK","CENTRAL JERSEY ORD","NASDAQ","0001172353"
"CENTA","CENTRL GAR & PET","NASDAQ","887733"
"TRUE","CENTRUE FINANCIAL ORD","NASDAQ","0001019650"
"CENX","CENTURY ALUMINUM ORD","NASDAQ","0000949157"
"CNBKA","CENTURY BANCORP A ORD","NASDAQ","0000812348"
"CNTY","CENTURY CASINOS","NASDAQ","0000911147"
"CEPH","CEPHALON ORD","NASDAQ","0000873364"
"CPHD","CEPHEID ORD","NASDAQ","0001037760"
"CRDN","CERADYNE ORD","NASDAQ","0000018937"
"CRNT","CERAGON NETWORK ORD","NASDAQ","0001119769"
"CERN","CERNER ORD","NASDAQ","0000804753"
"CERS","CERUS ORD","NASDAQ","0001020214"
"CEVA","CEVA","NASDAQ","0001173489"
"CITZ","CFS BANCORP ORD","NASDAQ","0001058438"
"CHRW","CH ROBINSON WORLDWIDE ORD","NASDAQ","0001043277"
"CHMP","CHAMPION INDS ORD","NASDAQ","0000019149"
"CMPP","CHAMPPS ENTER ORD","NASDAQ","0001040328"
"CHNL","CHANNEL COMRCL ORD","NASDAQ","0001013696"
"CHAP","CHAPARRAL STEEL ORD","NASDAQ","0001319048"
"CTHR","CHARLES & COLVD","NASDAQ","0001015155"
"SCHW","CHARLES SCHWAB ORD","NASDAQ","0000316709"
"CHIC","CHARLOTTE RUSSE ORD","NASDAQ","0001092006"
"CHRS","CHARMING SHOPPES ORD","NASDAQ","0000019353"
"GTLS","CHART INDUSTRIES ORD","NASDAQ","0000892553"
"CHRT","CHART SEMICON ADR","NASDAQ","0001095270"
"CHTR","CHARTER COMMS A ORD","NASDAQ","0001091667"
"CHTT","CHATTEM ORD","NASDAQ","0000019520"
"CHKP","CHECK PT SFTWRE ORD","NASDAQ","0001015922"
"CKFR","CHECKFREE HOLD ORD","NASDAQ","0000949341"
"CAKE","CHEESECAKE ORD","NASDAQ","0001032174"
"CHTP","CHELSEA THERAPEUTICS INTRNTNL ORD","NASDAQ","0001333763"
"CXSP","CHEMGENEX PHARM DEPOSITORY RECEIPT","NASDAQ","0001175965"
"CHFC","CHEMICAL FIN ORD","NASDAQ","0000019612"
"CHKE","CHEROKEE INC","NASDAQ","0001090069"
"CHRK","CHEROKEE INTER ORD","NASDAQ","0001090069"
"CHEV","CHEVIOT FINL ORD","NASDAQ","0001248124"
"CBNK","CHICOPEE BANCORP","NASDAQ","1355786"
"PLCE","CHILDREN'S PLACE ORD","NASDAQ","0001041859"
"CAAS","CHINA AUTOMOTIVE ORD","NASDAQ","0001157762"
"CBAK","CHINA BAK BATTERY ORD","NASDAQ","1117171"
"JRJC","CHINA FIN OI ADR","NASDAQ","0001297830"
"GRRF","CHINA GRENTECH ADR","NASDAQ","0001347510"
"CMED","CHINA MEDICAL DEPOSITORY RECEIPT","NASDAQ","0001326059"
"CHNR","CHINA NATURAL RSC ORD","NASDAQ","0000793628"
"CPSL","CHINA PRECISION STEEL ORD","NASDAQ","0001044577"
"CTDC","CHINA TECH DEV","NASDAQ","0001027454"
"CNTF","CHINA TECHFAITH WRLSS COMM TECH ADR","NASDAQ","0001316317"
"CHDX","CHINDEX INTL","NASDAQ","0000922717"
"IMOS","CHIPMOS TECH ORD","NASDAQ","0001133478"
"CTEC","CHOLESTECH ORD","NASDAQ","0000887227"
"CHRD","CHORDIANT SOFTWARE ORD","NASDAQ","0001042134"
"CHDN","CHURCH DOWNS","NASDAQ","0000020212"
"CIEN","CIENA ORD","NASDAQ","0000936395"
"CIMT","CIMATRON LTD","NASDAQ","0001008595"
"CINF","CINCINNATI FIN ORD","NASDAQ","0000020286"
"CTAS","CINTAS ORD","NASDAQ","0000723254"
"CIPH","CIPHERGEN BIOSYSTEMS ORD","NASDAQ","0000926617"
"CPCI","CIPRICO ORD","NASDAQ","0000720145"
"CRUS","CIRRUS LOGIC ORD","NASDAQ","0000772406"
"CSCO","CISCO SYSTEMS ORD","NASDAQ","0001316387"
"CTRN","CITI TRENDS ORD","NASDAQ","0001318484"
"CZNC","CITIZENS & NTHN ORD","NASDAQ","0000810958"
"CRBC","CITIZENS BANKING ORD","NASDAQ","0000351077"
"CNFL","CITIZENS FINCL","NASDAQ","0000887136"
"CZFC","CITIZENS FIRST ORD","NASDAQ","0001073475"
"CIZN","CITIZENS HOLDING ORD","NASDAQ","0001075706"
"CTZN","CITIZNS FST BNC","NASDAQ","0001127442"
"CTXS","CITRIX SYSTEMS ORD","NASDAQ","0000877890"
"CTBK","CITY BANK WA","NASDAQ","0001116623"
"CHCO","CITY HOLDING","NASDAQ","0000726854"
"CTEL","CITY TELECOM ADR","NASDAQ","0001097086"
"CZWI","CITZNS CMMTY BNP ORD","NASDAQ","1273805"
"CSBC","CITZNS SO BANK ORD","NASDAQ","0001051871"
"CVBG","CIVITAS BANKGRP","NASDAQ","0001092099"
"CKXE","CKX ORD","NASDAQ","0000793044"
"CLRT","CLARIENT ORD","NASDAQ","0001038223"
"PLTE","CLAYMONT STEEL HOLDINGS ORD","NASDAQ","0001371455"
"CLAY","CLAYTON HLDGS ORD","NASDAQ","0001325228"
"CLHB","CLEAN HARBORS ORD","NASDAQ","0000822818"
"CPBR","CLEARPOINT BUSINESS RESOURCES ORD","NASDAQ","1298663"
"CLWR","CLEARWIRE A ORD","NASDAQ","0001285551"
"CBLI","CLEVELAND BIOLABS ORD","NASDAQ","0001318641"
"CKSW","CLICKSOFTWARE","NASDAQ","0001105841"
"CSBK","CLIFTON SVGS BC ORD","NASDAQ","1240581"
"CLDA","CLINICAL DATA ORD","NASDAQ","0000716646"
"CMGI","CMGI ORD","NASDAQ","0000914712"
"CMTY","CMNTY BKS INC","NASDAQ","0001057017"
"ALBY","CMNTY CAP BNCSH ORD","NASDAQ","0001074369"
"CPSI","CMPTR PRG & SYS","NASDAQ","0001169445"
"CMSB","CMS BANC ORD","NASDAQ","1350072"
"CCNE","CNB FINANCIAL","NASDAQ","0000736772"
"CNET","CNET Networks Inc","NASDAQ","0001015577"
"CVCY","CNTRL VLY CMNTY ORDINARY","NASDAQ","0001127371"
"CMKG","COACTIVE MKTG","NASDAQ","0000886475"
"CFHI","COAST FINCL HLD ORDINARY","NASDAQ","0001262276"
"CFCP","COASTAL FIN","NASDAQ","0000935930"
"COBZ","COBIZ INC","NASDAQ","0001028734"
"COBR","COBRA ELECTRONIC ORD","NASDAQ","0000030828"
"COKE","COCA COLA ORD","NASDAQ","0000021344"
"CVLY","CODORUS VY BANC ORD","NASDAQ","0000806279"
"CCOI","COGENT COMMUNICATIONS GROUP ORD","NASDAQ","0001158324"
"COGT","COGENT ORD","NASDAQ","0001289434"
"CGNX","COGNEX ORD","NASDAQ","0000851205"
"CTSH","COGNIZANT TECH A ORD","NASDAQ","0001058290"
"COGN","COGNOS ORD","NASDAQ","0000746782"
"COHR","COHERENT ORD","NASDAQ","0000021510"
"COHT","COHESANT TECH","NASDAQ","0000928420"
"COHU","COHU ORD","NASDAQ","0000021535"
"CSTR","COINSTAR ORD","NASDAQ","0000941604"
"CWTR","COLDWATER CREEK ORD","NASDAQ","0001018005"
"CCIX","COLEMAN CABLE ORD","NASDAQ","1323653"
"COLY","COLEY PHARMA ORD","NASDAQ","0001319197"
"CGPI","COLLAGENEX PHARM ORD","NASDAQ","0001012270"
"CLCT","COLLECTORS UNIV ORD","NASDAQ","0001089143"
"COBK","COLONIAL BANKSHR ORD","NASDAQ","0001317019"
"CBAN","COLONY BANKCORP","NASDAQ","0000711669"
"CLRK","COLOR KINETICS ORD","NASDAQ","0001048611"
"CBBO","COLUMBIA BANCP","NASDAQ","0001010002"
"COLB","COLUMBIA BANK","NASDAQ","0000887343"
"CBRX","COLUMBIA LABS ORD","NASDAQ","0000821995"
"COLM","COLUMBIA SPTSWR ORD","NASDAQ","0001050797"
"CMCO","COLUMBUS MCKIN ORD","NASDAQ","0001005229"
"CMRO","COMARCO ORD","NASDAQ","0000022252"
"CBMX","COMBIMATRIX ORD","NASDAQ","0001383183"
"CRXX","COMBINATORX ORD","NASDAQ","0001135906"
"CMCSK","COMCAST A SPCL ORD","NASDAQ","0001166691"
"CMCSA","COMCAST HOLDINGS A ORD","NASDAQ","0001166691"
"CLBK","COML BANCSHARES ORD","NASDAQ","0000354562"
"CCBD","COMM CENTRAL BK","NASDAQ","0001014133"
"CWBC","COMM WEST BCSH ORD","NASDAQ","0001051343"
"CCBP","COMMERCE BANCORP ORD","NASDAQ","0001085706"
"CBSH","COMMERCE BANCS","NASDAQ","0000022356"
"CNAF","COMMERCIAL NATL ORD","NASDAQ","0000866054"
"CVGI","COMMERCIAL VHCLE ORD","NASDAQ","0001290900"
"CMFB","COMMFIRST BNCP ORD","NASDAQ","0001098813"
"CNLA","COMMNTY NATNL BK LAKEWAY AREA ORD","NASDAQ","NULL"
"CBTE","COMMNWLTH BIOT","NASDAQ","0001042418"
"CWBS","COMMONWEALTH BKS ORD","NASDAQ","0000835012"
"CTCH","COMMTOUCH SFTWR ORD","NASDAQ","0001084577"
"CBON","COMMUNITY BANCP ORD","NASDAQ","0001304366"
"CBIN","COMMUNITY BK IN","NASDAQ","0000933590"
"CPBK","COMMUNITY CAP","NASDAQ","0000832847"
"CFFC","COMMUNITY FIN","NASDAQ","0000850606"
"CPBC","COMMUNITY PARTNS","NASDAQ","0001343034"
"CSHB","COMMUNITY SHORES ORD","NASDAQ","0001070523"
"CTBI","COMMUNITY TST","NASDAQ","0000350852"
"CVLL","COMMUNITY VALLEY","NASDAQ","0001170833"
"CVLT","COMMVAULT SYS","NASDAQ","0001169561"
"CBSS","COMPASS BNCSH ORD","NASDAQ","0000018568"
"CODI","COMPASS TR SHRS","NASDAQ","1345126"
"CCRT","COMPUCREDIT ORD","NASDAQ","0001068199"
"CDCY","COMPUDYNE ORDINARY.","NASDAQ","0000022912"
"CGEN","COMPUGEN ORD","NASDAQ","0001119774"
"CTGX","COMPUTER TASK ORD","NASDAQ","0000023111"
"CPWR","COMPUWARE ORD","NASDAQ","0000859014"
"CHCI","COMSTOCK HOME ORD","NASDAQ","0001299969"
"CPSS","COMSUMER PORTFOL ORD","NASDAQ","0000889609"
"CITP","COMSYS IT PTNR ORD","NASDAQ","0000948850"
"COGO","COMTECH GROUP ORD","NASDAQ","0000028367"
"CMTL","COMTECH TELECOM ORD","NASDAQ","0000023197"
"COMV","COMVERGE INC","NASDAQ","0001372664"
"CPTS","CONCEPTUS ORD","NASDAQ","0000896778"
"LENS","CONCORD CAMERA ORD","NASDAQ","0000831861"
"CNQR","CONCUR TECH ORD","NASDAQ","0001066026"
"CCUR","CONCURRENT COMP ORD","NASDAQ","0000749038"
"CNXT","CONEXANT SYS ORD","NASDAQ","0001069353"
"CNMD","CONMED ORD","NASDAQ","0000816956"
"CTWS","CONN WTR SVCS","NASDAQ","0000276209"
"CTBC","CONNECTICUT BANK & TRUST ORD","NASDAQ","1038005"
"CONN","CONNS INC ORD","NASDAQ","0001223389"
"CNLG","CONOLOG ORD","NASDAQ","0000023503"
"CWCO","CONS WATER CO ORD","NASDAQ","0000928340"
"CSLMF","CONSOL MERC","NASDAQ","0000784012"
"CNSL","CONSOLIDATED COM ORD","NASDAQ","0001304421"
"CNST","CONSTAR INTL ORD","NASDAQ","0000029806"
"CSLR","CONSULIER ENGG ORD","NASDAQ","0000846718"
"CNVR","CONVERA ORD","NASDAQ","0001125536"
"COIN","CONVERTED ORGANICS ORD","NASDAQ","1366340"
"COOP","COOP BANKSHRS ORD","NASDAQ","0000923529"
"CPNO","COPANO ENERGY UT","NASDAQ","0001297067"
"CPRT","COPART ORD","NASDAQ","0000900075"
"VEGF","CORAUTUS GENETIC ORD","NASDAQ","0001003929"
"CORT","CORCEPT THERAPEUTICS ORD","NASDAQ","0001088856"
"CORE","CORE MARK HOLDING ORD","NASDAQ","0001318084"
"CREL","COREL ORD","NASDAQ","0000890640"
"CRGI","CORGI INTERNATIONAL ADR","NASDAQ","0001028637"
"CORI","CORILLIAN ORD","NASDAQ","0001041403"
"COCO","CORINTHIAN COLL ORD","NASDAQ","0001066134"
"EXBD","CORP EXEC BOARD ORD","NASDAQ","0001066104"
"CORS","CORUS BANKSHRS ORD","NASDAQ","0000051939"
"CRVL","CORVEL ORD","NASDAQ","0000874866"
"COSI","COSI ORD","NASDAQ","0001171014"
"CPWM","COST PLUS ORD","NASDAQ","0000798955"
"CULS","COST-U-LESS INC","NASDAQ","0000851368"
"CSGP","COSTAR GROUP ORD","NASDAQ","0001057352"
"COST","COSTCO WHOLESAL ORD","NASDAQ","0000909832"
"CRRC","COURIER CORP","NASDAQ","0001015247"
"CVNS","COVANSYS ORD","NASDAQ","0001028461"
"CVTI","COVENANT TRANS","NASDAQ","0000928658"
"COWN","COWEN GROUP ORD","NASDAQ","0001355007"
"CWLZ","COWLITZ BANCORP ORD","NASDAQ","0000894267"
"CPAK","CPAC ORD","NASDAQ","0000351717"
"CPII","CPI INTERNATIONAL ORD","NASDAQ","0001279176"
"CRAI","CRA INTL ORD","NASDAQ","0001053706"
"CRFT","CRAFTMADE ORD","NASDAQ","0000856250"
"CRAY","CRAY ORD","NASDAQ","0001181681"
"CREAF","CREATIVE TECHS F ORD","NASDAQ","0000888295"
