"name","symbol","CIK"
"HUMBOLDT BANCORP","HBEK","1008554"
"HUMMINGBIRD","HUMC","0000919548"
"HUMPHREY HOSPIT","HUMP","0000929545"
"HUNTINGTON","HBAN","0000049196"
"HURCO COMPANIES","HURC","0000315374"
"HUTCHINSON TECH","HTCH","0000772897"
"HYCOR BIOMEDICAL","HYBD","719447"
"HYDRIL","HYDL","0001116030"
"HYDROGENICS","HYGS","0001119985"
"HYPERDIAGNOSTICS","HDII","0001058828"
"HYPERFEED TECH","HYPR","0000745774"
"HYPERION SOLUT","HYSL","0001001113"
"HYSEQ","HYSQ","907654"
"HYTEK MICROSYS","HTEK","0000715593"
"I FLOW","IFLO","0000857728"
"I MANY","IMNY","0001104017"
"I SECTOR","ISEC","1088120"
"I STAT","STAT","882365"
"I2 TECNOLOGIES","ITWO","0001009304"
"I3 MOBILE","IIIM","1045597"
"IBERIABANK","IBKC","0000933141"
"IBIS TECHNOLOGY","IBIS","0000855182"
"ICABLE COMMS ADR","ICAB","0001097020"
"ICAD","ICAD","0000749660"
"ICO","ICOC","0000353567"
"ICON PLC ADR","ICLR","0001060373"
"ICOS","ICOS","0000874294"
"ICOS VISION SYS","IVIS","0001049253"
"ICT GROUP","ICTG","0001013149"
"ICTS INTL","ICTS","0001010134"
"ICU MEDICAL","ICUI","0000883984"
"ID BIOMEDICAL","IDBE","0000889330"
"ID SYSTEMS","IDSY","0000049615"
"IDEC PHARMS","IDPH","875045"
"IDENTIX","IDNX","0000735780"
"IDEXX LABS","IDXX","0000874716"
"IDX SYSTEMS","IDXC","0001001185"
"IGATE","IGTE","0001024732"
"IGEN INTL","IGEN","916304"
"IGN ENTRTNMNT","IGNX","0001101547"
"II VI","IIVI","0000820318"
"IKONICS","IKNX","0001083301"
"ILEX ONCOLOGY","ILXO","1001915"
"ILLUMINA","ILMN","0001110803"
"ILOG SA ADR","ILOG","0001031140"
"IMAGE ENTMT","DISK","0000216324"
"IMAGE SENSING","ISNS","0000943034"
"IMAGEX","IMGX","1072369"
"IMAGICTV","IMTV","0001123713"
"IMANAGE","IMAN","1093242"
"IMAX","IMAX","0000921582"
"IMCLONE","IMCL","0000765258"
"IMMERSION","IMMR","0001058811"
"IMMUCELL","ICCC","0000811641"
"IMMUCOR","BLUD","0000736822"
"IMMUNE RESPONSE","IMNR","817785"
"IMMUNOGEN","IMGN","0000855654"
"IMMUNOMEDICS","IMMU","0000722830"
"IMP","IMPX","0000812927"
"IMPAC MED SYS","IMPC","1026448"
"IMPATH","IMPH","1003114"
"IMPAX LABS","IPXL","0001003642"
"IMPCO TECH","IMCO","790708"
"IMPRESO INC","ZCOM","0001108345"
"INAMED","IMDC","0000109831"
"INCAM ADR","INAGY","0001072034"
"INCYTE PHARM","INCY","0000879169"
"INDEP COMM BK","ICBC","0000945734"
"INDEPEN FED","IFSB","0000846472"
"INDEPENDENCE HLD","INHO","701869"
"INDEPENDENT BANC","INDB","0000776901"
"INDEPENDENT BANK","IBCP","0000039311"
"INDEPND CAP IV PD","INDBM","0000776901"
"INDEVUS PHARMA","IDEV","0000854222"
"INDS KINNEVIK ADR A","KVIKA","0000847069"
"INDS KINNEVIK ADR B","KVIKB","0000847069"
"INDUS INTL","IINT","0001041333"
"INDUS SVCS AMER","IDSA","0000004187"
"INERGY L P","NRGY","0001136352"
"INET TECHNOLOG","INTI","1065351"
"INFICON HOLDING ADR","IFCN","0001126659"
"INFINITE GROUP","IMCI","0000884650"
"INFINITY","IFNY","0000822746"
"INFOCROSSING","IFOX","0000893816"
"INFOCUS","INFS","0000845434"
"INFOGRAMES","IFGM","0001100953"
"INFONOW","INOW","0000879684"
"INFORMATICA","INFA","0001080099"
"INFORMATION RSC","IRIC","714278"
"INFORTE","INFT","0001099944"
"INFOSPACE","INSP","0001068875"
"INFOSYS TECH ADR","INFY","0001067491"
"INFOUSA","IUSA","0000879437"
"INFOVISTA ADR","IVTA","1117064"
"INGLES MARKETS STK A","IMKTA","0000050493"
"INITIO","INTO","0000050505"
"INKINE PHARM","INKP","0000929547"
"INKTOMI","INKT","1024302"
"INNODATA","INOD","0000903651"
"INNOTRAC","INOC","0001051114"
"INNOVAT MED SVC","PURE","0001006028"
"INNOVATIVE COMP","GORX","0001098315"
"INNOVATIVE SOL","ISSC","0000836690"
"INNOVEX","INVX","0000050601"
"INNOVO GROUP","INNO","0000844143"
"INRANGE TECHS","INRG","0001265373"
"INS AUTO AUCTION","IAAI","0000880026"
"INSIGHT COMMS STK A","ICCI","0001084421"
"INSIGHT ENTR","NSIT","0000932696"
"INSIGHTFUL CORP","IFUL","895095"
"INSIGNIA SOL ADR","INSG","1002390"
"INSIGNIA SYSTEMS","ISIG","0000875355"
"INSITUFORM EAST","INEI","355431"
"INSITUFORM N AM STK A","INSU","0000353020"
"INSMED","INSM","0001104506"
"INSPIRE PHARMA","ISPH","0001040416"
"INSTINET GROUP","INET","1065351"
"INSTRUMENTARIUM ADR","INMRY","0000722811"
"INSWEB","INSW","0001077370"
"INTASYS","INTA","202159"
"INTEGR INFO SYS","IISCD","0000764241"
"INTEGRA BANK","IBNK","0000764241"
"INTEGRA LIFESCI","IART","0000917520"
"INTEGRAL SYSTEMS","ISYS","0000718130"
"INTEGRAMED AMER","INMD","0000885988"
"INTEGRATED CIRCT","ICST","0000874689"
"INTEGRATED DVC","IDTI","0000703361"
"INTEGRATED SILIC","ISSI","0000854701"
"INTEGRITY MEDIA","ITGR","922865"
"INTEL","INTC","0000050863"
"INTELIDATA TECH","INTD","0001021810"
"INTELLIGROUP","ITIG","0001016439"
"INTER PARFUMS","IPAR","0000822663"
"INTER TEL","INTL","0000350066"
"INTERACT INTELL","ININ","0001083318"
"INTERACT SYS WW","ISWI","0001025995"
"INTERCEPT","ICPT","1054930"
"INTERCHANGE","IFCJ","0000755933"
"INTERDIGIT COMM","IDCC","0000354913"
"INTEREP NATL STK A","IREP","0000796735"
"INTERFACE STK A","IFSIA","0000715787"
"INTERGRAPH","INGR","0000351145"
"INTERGROUP","INTG","0000069422"
"INTERLAND","INLD","854460"
"INTERLINK","LINK","0000828146"
"INTERMAGNETIC","IMGC","0000351012"
"INTERMET","INMT","745287"
"INTERMUNE","ITMN","0001087432"
"INTERNAP NETWK","INAP","0001056386"
"INTERNET CAP","ICGE","0001085621"
"INTERNET COMMERC STK A","ICCA","0000894738"
"INTERNET GOLD","IGLD","0001090159"
"INTERNET PICTURE","IPIX","0001088022"
"INTERNET SECURITY SYSTEMS","ISSX","0001053148"
"INTERPHASE","INPH","0000728249"
"INTERPORE INTL","BONZ","854093"
"INTERSHOP ADR","ISHP","1305220"
"INTERSIL STK A","ISIL","0001096325"
"INTERVEST BANCSH STK A","IBCA","0000927807"
"INTERVOICE","INTV","0000764244"
"INTERWAVE COMMS","IWAV","1095478"
"INTERWOVEN","IWOV","0001042431"
"INTEST","INTT","0001036262"
"INTEVAC","IVAC","0001001902"
"INTIER AUTOMOTV","IAIA","0001144399"
"INTL ASSETS HLD","IAAC","0000913760"
"INTL BANCSHARES","IBOC","0000315709"
"INTL BRIQUETTES","IBHVF","0001310525"
"INTL ELECTRONICS","IEIB","0000717751"
"INTL SPEEDWAY STK A","ISCA","0000051548"
"INTRABIOTICS","IBPI","0001103390"
"INTRADO INC","TRDO","0001024657"
"INTRAWARE","ITRA","0001025134"
"INTRNT INITIATIV ADR","IIJI","0001090633"
"INTROGEN THERAP","INGN","0001018710"
"INTRST NATL DLR","ISTN","918184"
"INTRUSION","INTZ","0000736012"
"INTUIT","INTU","0000896878"
"INTUITIVE SURGCL","ISRG","0001035267"
"INVERESK RESEACH","IRGI","1169358"
"INVESTORS FINAN","IFIN","0000949589"
"INVESTORS RE TR","IRETS","0000798359"
"INVESTORS TITLE","ITIC","0000720858"
"INVISION TECH","INVN","1005969"
"INVITROGEN","IVGN","0001073431"
"INVIVO","SAFE","806168"
"ION NETWORKS","IONN","0000754813"
"IONA TECH ADR","IONA","0001032346"
"IPC HOLDINGS","IPCR","0000909815"
"IRIDEX","IRIX","0001006045"
"IRVINE SENSORS","IRSN","0000357108"
"ISCO","ISKO","773730"
"ISIS PHARMS","ISIS","0000874015"
"ISLE CAPRIS CASI","ISLE","0000863015"
"ISOMET","IOMT","0000052708"
"ISONICS","ISON","0001023966"
"ISRAMCO","ISRL","0000719209"
"ISTA PHARMACEUTI","ISTA","0000930553"
"ITLA CAPITAL","ITLA","0001000234"
"ITO YOKADO ADR","IYCOY","352353"
"ITRON","ITRI","0000780571"
"ITXC","ITXC","1061895"
"IVANHOE ENERGY","IVAN","0001106935"
"IVILLAGE","IVIL","0001074767"
"IXIA","XXIA","0001120295"
"IXOS SOFTWARE ADR","XOSY","0001070394"
"IXYS","SYXI","945699"
"J HANCOCK FINL","JHFT","0000852954"
"J JILL GROUP","JILL","0000910721"
"J&J SNACK FOODS","JJSF","0000785956"
"J2 GLOBAL COMMS","JCOM","0001084048"
"JACADA","JCDA","0001095747"
"JACK HENRY","JKHY","0000779152"
"JACKSONVILLE BNC","JAXB","0001071264"
"JACKSONVL BANC","JXVL","1005507"
"JACO ELECTRONICS","JACO","0000052971"
"JAKKS PACIFIC","JAKK","0001009829"
"JAMAR TECH","JMAR","0000857953"
"JAMES MONROE","JMBI","0001114868"
"JAMESON INNS","JAMS","0000914373"
"JANUS HOTELS","JAGI","1020359"
"JB HUNT TRANS","JBHT","0000728535"
"JB OXFORD","JBOH","816330"
"JCKSNVLL BNC IL","JXSB","0001172097"
"JD EDWARDS","JDEC","798757"
"JDA SOFTWARE","JDAS","0001006892"
"JDS UNIPHASE","JDSU","0000912093"
"JEFFERSONVIL BAN","JFBC","0000874495"
"JETBLUE AIRWAYS","JBLU","0001158463"
"JEWETT CAMERON","JCTCF","0000885307"
"JLM COUTURE","JLMC","0000806384"
"JLM INDUSTRIES","JLMI","1038237"
"JNI","JNIC","1094087"
"JOHNSON OUTDOORS","JOUT","0000788329"
"JOS A BANK CLOTH","JOSB","0000814675"
"JOY GLOBAL","JOYG","0000801898"
"JPS INDUSTRIES","JPST","0000846615"
"JUDGE GROUP","JUDG","1022893"
"JUNIPER GROUP","JUNI","0000864921"
"JUNIPER NETWRKS","JNPR","0001043604"
"JUNO LIGHTING","JUNO","0000723888"
"JUPITERMEDIA","JUPM","0001083712"
"JW MAYS","MAYS","0000054187"
"K SWISS","KSWS","0000862480"
"K TRON","KTII","0000000020"
"KAMAN DEB","KAMNG","54381"
"KAMAN STK A","KAMNA","54381"
"KANA SOFTWARE","KANA","0001089907"
"KANSAS CITY LIFE","KCLI","0000054473"
"KELLY SERVICES STK A","KELYA","0000055135"
"KELLY SERVICES STK B","KELYB","0000055135"
"KENDLE INTL","KNDL","0001039151"
"KENNEDY WILSON","KWIC","0000885720"
"KENSEY NASH","KNSY","0001002811"
"KENT FINANCIAL","KENT","0000316028"
"KERYX BIOPHARMA","KERX","0001114220"
"KESTREL ENERGY","KEST","0000312842"
"KEWAUNEE","KEQU","0000055529"
"KEY TECH","KTEC","0000906193"
"KEY TRONIC","KTCC","0000719733"
"KEYNOTE SYSTEMS","KEYN","0001032761"
"KEYSTONE AUTO","KEYS","0001012393"
"KFORCE INC","KFRC","0000930420"
"KIMBALL INTL STK B","KBALB","0000055772"
"KINDRED HTHCARE","KIND","0001060009"
"KIRIN BREWERY","KNBWY","0000800901"
"KIRKLANDS","KIRK","0001056285"
"KIRLIN HOLDING","KILND","930797"
"KLA TENCOR","KLAC","0000319201"
"KLAMATH FIRST","KFBI","946924"
"KMG B","KMGB","0001028215"
"KNAPE & VOGT","KNAP","0000056362"
"KNIGHT TRADING","NITE","0001060749"
"KNIGHT TRANS","KNGT","929452"
"KNIGHTSBR TANK","VLCCF","0001029145"
"KOALA","KARE","0000913285"
"KOPIN","KOPN","0000771266"
"KOREA THRUNET","KORED","0001097714"
"KOS PHARMACEUT","KOSP","0001018952"
"KOSAN BIOSCIENCE","KOSN","0001110206"
"KOSS","KOSS","0000056701"
"KREISLER","KRSL","0000056806"
"KROLL","KROL","1020476"
"KRONOS","KRON","0000886903"
"KULICKE & SOFFA","KLIC","0000056978"
"KVH INDUSTRIES","KVHI","0001007587"
"KYPHON","KYPH","0001123313"
"L I FINANCIAL","LICB","0001070517"
"LA JOLLA PHARM","LJPC","0000920465"
"LABONE","LABS","0000816151"
"LACROSSE FOOTW","BOOT","0000919443"
"LADISH","LDSH","0000814250"
"LAKELAND BANCORP","LBAI","0000846901"
"LAKELAND FINL","LKFN","0000721994"
"LAKELAND INDS","LAKE","0000798081"
"LAKES ENTERTAIN","LACO","0001071255"
"LAM RESEARCH","LRCX","0000707549"
"LAMAR ADVERTSNG STK A","LAMR","0001090425"
"LANCASTER COLONY","LANC","0000057515"
"LANCE","LNCE","0000057528"
"LANDACORP","LCOR","0001058177"
"LANDAIR","LAND","1065932"
"LANDEC","LNDC","0001005286"
"LANDMARK BANCP","LARK","0001141688"
"LANDSTAR SYS","LSTR","0000853816"
"LANGER","GAIT","0000725460"
"LANOPTICS","LNOP","0000892534"
"LANTRONIX","LTRX","0001114925"
"LANVISION SYS","LANV","1008586"
"LARGE SCALE BIO","LSBC","0001108951"
"LARSCOM STK A","LARS","1024047"
"LASER PACIFIC","LPAC","875738"
"LASERSCOPE","LSCP","0000851737"
"LASERSIGHT","LASE","879301"
"LASTMINUTE COM ADR","LMIN","0001108034"
"LATITUDE COMMS","LATD","1078425"
"LATTICE","LSCC","0000855658"
"LAUREL CAP GP","LARL","0000892158"
"LAWSON PRODUCTS","LAWS","0000703604"
"LAWSON SOFTWARE","LWSN","0001141517"
"LAYNE CHRISTEN","LAYN","0000888504"
"LB FOSTER","FSTR","0000352825"
"LCA VISION INC","LCAV","0001003130"
"LCC INTL","LCCI","0001016229"
"LEADING BRANDS","LBIX","884247"
"LEARNING TREE","LTRE","0001002037"
"LECROY CP","LCRY","0000943580"
"LEEDS FED BKSHR","LFED","1053307"
"LEESPORT FINL","FLPB","0000775662"
"LEGATO SYSTEMS","LGTO","859360"
"LEITCH TECH","LVID","0001111496"
"LENDINGTREE","TREE","1096479"
"LESCO","LSCO","0000745394"
"LEVEL 3 COMMS","LVLT","0000794323"
"LEXAR MEDIA","LEXR","0001058289"
"LEXENT","LXNT","1105503"
"LEXICON GENETIC","LEXG","0001062822"
"LEXINGTON B&L","LXMO","0001008598"
"LIBERTY HOMES STK A","LIBHA","0000059240"
"LIBERTY HOMES STK B","LIBHB","0000059240"
"LIFECELL","LIFC","0000849448"
"LIFECORE BIOMED","LCBM","0000028626"
"LIFELINE SYSTEMS","LIFE","0001302676"
"LIFEPOINT HOSPTL","LPNT","0001301611"
"LIFETIME HOAN","LCUT","0000874396"
"LIFEWAY FOODS","LWAY","0000814586"
"LIGAND PHARM STK B","LGND","0000886163"
"LIGHTBRIDGE","LTBG","0001017172"
"LIGHTPTH TECH A","LPTH","0000889971"
"LIGHTSPAN","LSPN","1097892"
"LIHIR GOLD ADR","LIHRY","0001000300"
"LINCARE HLDS","LNCR","0000882235"
"LINCOLN BANCORP","LNCB","0001070259"
"LINCOLN ELECTRIC","LECO","0000059527"
"LINEAR TECH","LLTC","0000791907"
"LION BIOSCIENCE ADR","LEON","0001106774"
"LIONBRIDGE TECH","LIOX","0001058299"
"LIPID SCIENCES","LIPD","0000071478"
"LIQUID AUDIO","LQID","0001016613"
"LIQUIDATION WLD","LIQWF","0001010473"
"LIQUIDMETAL","LQMT","0001141240"
"LITTELFUSE","LFUS","0000889331"
"LITTLEFIELD","LTFD","0000931683"
"LIVEPERSON","LPSN","0001102993"
"LJ INTERNATIONAL","JADE","0001046692"
"LM ERICS TEL","ERICY","0000717826"
"LMI AEROSPACE","LMIA","0001059562"
"LML PAYMENT SYS","LMLP","0000781891"
"LNB BANCORP","LNBB","0000737210"
"LO JACK","LOJN","0000355777"
"LOCAL FINL","LFIN","315709"
"LODGENET ENTMT","LNET","0000911002"
"LOEHMANNS HLDGS","LHMS","843081"
"LOGANSPORT FIN","LOGN","939928"
"LOGIC DEVICES","LOGC","0000802851"
"LOGICVISION","LGVN","0001041418"
"LOGILITY","LGTY","0001043915"
"LOGITECH ADR","LOGI","0001032975"
"LONE STAR STEAKH","STAR","0000883670"
"LOOKSMART","LOOK","0001077866"
"LOUDEYE","LOUD","0001064648"
"LOWRANCE","LEIX","0000804073"
"LSB","LSBX","0001143848"
"LSB BANCSHARES","LXBK","0000714530"
"LSB FINCL CP","LSBI","0000930405"
"LSI INDUSTRIES","LYTS","0000763532"
"LTX","LTXX","0000357020"
"LUCILLE FARMS","LUCY","0000908179"
"LUFKIN INDS","LUFK","0000060849"
"LUMENIS","LUME","1004945"
"LUMENON INNOVATV","LUMM","1098432"
"LUMINEX","LMNX","0001033905"
"LYNX THERAPEUTIC","LYNXD","913275"
"M H MEYERSON","MHMY","913781"
"M SYS FLASH","FLSH","0000895361"
"M T R GAMING","MNTG","0000834162"
"M T S SYSTEMS","MTSC","0000068709"
"M WAVE","MWAV","0000883842"
"MACATAWA BANK","MCBC","0001053584"
"MACC PRIVATE EQ","MACC","0000923808"
"MACE SEC INTL","MACE","0000912607"
"MACROCHEM","MCHM","743884"
"MACROMEDIA","MACR","0000913949"
"MACRONIX ADR","MXICY","0001009680"
"MACROVISION","MVSN","0001027443"
"MADE2MANAGE SYS","MTMS","1038271"
"MADGE NETWORKS","MADGF","1002210"
"MADISON BANC","MADB","846809"
"MADISON BNCSHRS","MDBS","1141106"
"MAF BANCORP","MAFB","0000854662"
"MAGAL SECURITY","MAGS","0000896494"
"MAGELLAN PETRO","MPET","0000061398"
"MAGIC SFTW","MGIC","0000876779"
"MAGMA DESIGN","LAVA","0001065034"
"MAGNA ENTNMT","MIEC","0001340566"
"MAHASKA","OSKY","0000741390"
"MAIN STREET","MAIN","0000847466"
"MAIN STREET BANK","MSBK","0000922244"
"MAINSOURCE FNCL","MSFG","0000720002"
"MAJOR AUTOMOTIV","MAJR","0001009779"
"MAKEMUSIC INC","MMUSD","920707"
"MAKIE DESIGNS","MKIE","946815"
"MAKITA ADR","MKTAY","0000202467"
"MANAGEMNT NETWK","TMNG","0001094814"
"MANATRON","MANA","0000798736"
"MANCHESTER TECH","MANC","0001023876"
"MANHATTAN ASSOC","MANH","0001056696"
"MANNATECH","MTEX","0001056358"
"MANTECH INTL STK A","MANT","0000892537"
"MANUGISTICS GRP","MANU","0000908440"
"MAPICS","MAPX","848551"
"MAPINFO","MAPS","0000916238"
"MARGO CARIBE","MRGO","0000808493"
"MARIMBA","MRBA","1078295"
"MARINE PETROLEUM STK S","MARPS","62362"
"MARISA CHRISTINA","MRSA","0000923149"
"MARKETWATCH COM","MKTW","1258655"
"MARSH SUPERMKT DEB","MARSG","62737"
"MARSH SUPERMKT STK A","MARSA","0000062737"
"MARSH SUPERMKT STK B","MARSB","0000062737"
"MARTEK BIOSCI","MATK","0000892025"
"MARTEN TRANSPORT","MRTN","0000799167"
"MARTIN MDSTRM","MMLP","0001176334"
"MARVELL TECHNLGY","MRVL","0001058057"
"MASSBANK","MASB","0000799166"
"MATAV CABLE SYS ADR","MATV","0001014925"
"MATRIA HLTHCARE","MATR","0001007228"
"MATRITECH","NMPS","884847"
"MATRIX BANCORP","MTXC","944725"
"MATRIX SERVICE","MTRX","0000866273"
"MATRIXONE","MONE","0000786998"
"MATRIXX INITVS","MTXX","0001006195"
"MATTHEWS INTL STK A","MATW","0000063296"
"MATTSON TECH","MTSN","0000928421"
"MAX & ERMAS","MAXE","0000706471"
"MAX RE CAPITAL","MXRE","0001141719"
"MAXCO","MAXC","0000078966"
"MAXCOR FINL","MAXF","0000931707"
"MAXIM INTEGRATED","MXIM","0000743316"
"MAXIM PHARM","MAXM","0001013351"
"MAXUS REALTY TR","MRTI","0000748580"
"MAXWELL SHOE STK A","MAXS","918578"
"MAXWELL TECH","MXWL","0000319815"
"MAXYGEN","MAXY","0001068796"
"MAYFLOWER COOP","MFLR","1381639"
"MB FINANCIAL","MBFI","0001139812"
"MCDATA","MCDT","0000731502"
"MCDATA STK A","MCDTA","0000731502"
"MCG CAPITAL","MCGC","0001141299"
"MCGRATH","MGRC","0000752714"
"MCK COMMUNICAT","MCKC","1093576"
"MCLEODUSA STK A","MCLD","0000919943"
"MCSI INC","MCSI","1023519"
"MDC","MDCA","0000876883"
"MDSI MOBILE DATA","MDSI","0000935497"
"MEADE INSTRUM","MEAD","0001032067"
"MEADOW VALLEY","MVCO","0000934749"
"MECHANICAL TECH","MKTY","0000064463"
"MED DESIGN","MEDC","0000943736"
"MEDALLION FIN","TAXI","0001000209"
"MEDAMICUS","MEDM","833140"
"MEDAREX","MEDX","0000874255"
"MEDCATH CORP","MDTH","0001139463"
"MEDI HUT","MHUT","1093285"
"MEDIA","MDEA","0000713138"
"MEDIABAY","MBAY","0001040973"
"MEDIACOM COMMS","MCCC","0001064116"
"MEDIALINK WW","MDLK","0000812890"
"MEDICAL ACTION","MDCI","0000748270"
"MEDICORE","MDKI","0000008643"
"MEDIMMUNE","MEDI","0000873591"
"MEDIS TECHS","MDTL","0001090507"
"MEDIWARE INFO","MEDW","0000874733"
"MEDQUIST","MEDQ","0000884497"
"MEDSOURCE TECHS","MEDT","1084726"
"MEDSTONE INTL","MEDS","819939"
"MEDWAVE","MDWV","0000876043"
"MEEMIC HOLDINGS","MEMH","1072815"
"MEGO FINANCIAL","LESR","0000736035"
"MEMBERWORKS","MBRS","1020996"
"MENTOR","MNTR","1081400"
"MENTOR GRAPHICS","MENT","0000701811"
"MER TELEMGMT","MTSL","1025561"
"MERANT ADR","MRNT","881581"
"MERCANTILE BANK","MBWM","0001042729"
"MERCANTILE BKSHS","MRBK","0000064908"
"MERCATOR SOFTWR","MCTR","1039276"
"MERCER INTL STK S","MERCS","0000075659"
"MERCHANTS BKSH","MBVT","0000726517"
"MERCURY COMPUTER","MRCY","0001049521"
"MERCURY INTRACT","MERQ","0000867058"
"MERGE TECH","MRGE","0000944765"
"MERIDIAN BIOSCI","VIVO","0000794172"
"MERIDIAN MED","MTEC","1335493"
"MERISEL","MSEL","0000724941"
"MERIT MEDIC SYS","MMSI","0000856982"
"MERIX","MERX","0000921365"
"MERRILL LYNCH","MLMT","1360571"
"MERRILL LYNCH STRIDES 7% FI","CSGE","0001239441"
"MERRILL MERCHANT","MERB","0000913072"
"MERRY LAND PROP","MRYP","1069546"
"MESA AIR GROUP","MESA","0000810332"
"MESA LAB","MLAB","0000724004"
"MESABA HLDGS","MAIR","0000835768"
"META GP","METG","1000015"
"METAL STORM ADR","MTSX","0001119775"
"METALINK","MTLK","0001098462"
"METASOLV","MSLV","0000916704"
"METAWAVE COMMS","MTWV","1028361"
"METHANEX","MEOH","0000886977"
"METHODE ELTRS STK A","METHA","65270"
"METHODE ELTRS STK B","METHB","65270"
"METRO INTL STK A","MTROA","65312"
"METRO INTL STK B","MTROB","65312"
"METRO ONE TELEC","MTON","920990"
"METROBANCORP","METB","818999"
"METROCP BNCSHRS","MCBI","0001068300"
"METROLOGIC","MTLG","0000815910"
"METRON TECH","MTCH","1095099"
"METROPOLITAN FIN","METF","1003233"
"MEXICAN REST","CASA","0001009244"
"MFB","MFBC","0000916396"
"MFC BANCORP","MXBIF","16859"
"MFRI","MFRI","0000914122"
"MGE ENERGY","MGEE","0001161728"
"MGI PHARM","MOGN","0000702131"
"MGP INGREDIENTS","MGPI","0000835011"
"MICREL SEMICOND","MCRL","0000932111"
"MICRO LINEAR","MLIN","0000875359"
"MICRO THERAPEUT","MTIX","0000311407"
"MICROCHIP TECH","MCHP","0000827054"
"MICROHELIX","MHLX","0001142406"
"MICROMUSE","MUSE","0001036425"
"MICRONETICS","NOIZ","0000820097"
"MICROS","MCRS","0000320345"
"MICROS TO MAINF","MTMC","0000906282"
"MICROSEMI","MSCC","0000310568"
"MICROSOFT","MSFT","0000789019"
"MICROSTRATEGY","MSTR","0001050446"
"MICROSTRATEGY NTS","MSTRG","1050446"
"MICROTUNE","TUNE","0001108058"
"MICROVISION","MVIS","0000065770"
"MICROWAVE FILTER","MFCO","0000716688"
"MICRTK MED HLD","MTMD","0000929299"
"MID STATE BANCSH","MDST","0001027324"
"MIDDLEBURG FIN","MBRG","0000914138"
"MIDDLEBY","MIDD","0000769520"
"MIDDLESEX WATER","MSEX","0000066004"
"MIDDLETON DOLL","DOLL","723209"
"MIDLAND CO","MLAN","0000066025"
"MIDWEST BANC","MBHI","0001051379"
"MIKOHN GAMING","MIKN","912241"
"MIKRON INST","MIKR","0000787809"
"MILLBROOK PRESS","MILB","1022899"
"MILLEA HOLDINGS ADR","MLEA","0001169486"
"MILLENNIUM BKSHR","MBVA","0001158678"
"MILLENNIUM CELL","MCEL","0001114872"
"MILLENNIUM PHARM","MLNM","0001002637"
"MILLER EXPL","MEXP","1048740"
"MILLICOM INTL","MICC","0000912958"
"MILTOPE","MILT","752692"
"MIM","MIMS","1014739"
"MIND CTI","MNDO","0001119083"
"MINORPLANET USA","MNPL","944400"
"MINUTEMAN INTL","MMAN","810876"
"MIPS TECHNOLOGIE","MIPS","0001059786"
"MIPS TECHNOLOGIES B","MIPSB","1059786"
"MIRAE ADR","MRAE","0001099196"
"MISONIX","MSON","0000880432"
"MISSION RSCS","MSSN","0000319459"
"MITCHAM INDS","MIND","0000926423"
"MITEK SYSTEMS","MITK","0000807863"
"MITSUI ADR","MITSY","0000067099"
"MITY ENTERPRISE","MITY","0000921030"
"MKS INSTRUMENTS","MKSI","0001049502"
"MKTG SVCS","MKTG","14280"
"ML DOW JONES","MTDW","0001386269"
"ML ENHNCD RTN","ERNB","0001386269"
"ML ENHNCD RTN N","ERNA","1246818"
"ML S&P 500 IDX","MTSP","0001100878"
"ML S&P 500 IDX TARGET TERM","MITT","65100"
"MMORGAN FUNSHRS","MFUN","916687"
"MOBILE MINI","MINI","0000911109"
"MOBILITY ELECTR","MOBE","0001075656"
"MOBIUS MGMT SYS","MOBI","0001025148"
"MOCON","MOCO","0000067279"
"MODEM MEDIA","MMPT","1024787"
"MODERN TIMES ADR","MTGNY","0001276999"
"MODINE","MODI","67347"
"MODTECH","MODT","0001075066"
"MOLDFLOW","MFLO","0001103234"
"MOLECULAR DEVIC","MDCC","0001003113"
"MOLEX","MOLX","0000067472"
"MOLEX STK A","MOLXA","0000067472"
"MONARCH CASINO","MCRI","0000907242"
"MONARCH COMMNTY","MCBF","0001169769"
"MONARCH DENTAL","MDDS","1009900"
"MONARCH SERVICES","MAHI","0000202685"
"MONMOUTH CAP","MONM","0000067618"
"MONMOUTH R EST STK A","MNRTA","0000067625"
"MONOLITHIC SYS","MOSY","0000890394"
"MONRO MUFFLER","MNRO","0000876427"
"MONROE BANCORP","MROE","0000745456"
"MONTEREY BAY","MBBC","930429"
"MONTEREY PASTA","PSTA","0000913032"
"MOORE HANDLEY","MHCO","0000788951"
"MORGAN STANLEY FI","MNDX","0000914541"
"MOSSIMO","MOSS","0001005181"
"MOTHERS WORK","MWRK","0000896985"
"MOUNTAINBANK FIN","MBFC","1135253"
"MOVIE GALLERY","MOVI","0000925178"
"MPM TECH","MPML","0000799268"
"MPW INDS SVCS","MPWG","0001047098"
"MRL LYH DJ AVG DEB","MTDB","65100"
"MRO SOFTWARE","MROI","0000920354"
"MRV COMM","MRVC","0000887969"
"MSB FINANCIAL","MSBF","1374783"
"MSDW PLUS NASD","PLNQ","0001208777"
"MTC TECHS","MTCT","0001172243"
"MTI TECHNOLOGY","MTIC","0000901696"
"MTRCRS AUTO GP","MAGI","0001059024"
"MULTEX COM","MLTX","1061310"
"MULTI COLOR","LABL","0000819220"
"MULTILINK TECH","MLTC","1267612"
"MULTIMEDIA GAME","MGAM","0000896400"
"MUTUALFIRST FINL","MFSF","0001094810"
"MYRIAD GENETICS","MYGN","0000899923"
